char,total_strokes,radical,meaning,category,components,all_radicals
咤,9,30.6,"scold, bellow, shout at, roar",Both,"('口', '宅')","['宀', '一', '口', '乙']"
哴,10,30.7,crying of infants,Both,"('口', '良')","['艮', '丶', '口']"
嗪,13,30.10,character used in translation,Both,"('口', '秦')","['二', '八', '丨', '禾', '一', '口']"
呛,7,30.4,choke by smoke; irritates nose,Simplified,"('口', '仓')","['人', '口', '乙']"
咨,9,30.6,"inquire, consult, discuss; plan",Both,"('次', '口')","['欠', '口', '冫']"
哙,9,30.6,"swallow, gulp down; greedy",Simplified,"('口', '会')","['二', '人', '厶', '口']"
嚆,16,30.14,"give forth sound, make noise",Both,"('口', '蒿')","['艸', '高', '口']"
唡,10,30.7,ounce,Simplified,"('口', '两')","['冂', '一', '人', '口']"
吝,7,30.4,"stingy, miserly, parsimonious",Both,"('文', '口')","['文', '口']"
唳,11,30.8,cry of bird; cry,Both,"('口', '戾')","['户', '口', '犬']"
喋,12,30.9,"nag; chatter, babble, twitter",Both,"('口', '枼')","['木', '廾', '口']"
咅,8,30.5,to spit out,Both,"('立', '口')","['立', '口']"
咬,9,30.6,"bite, gnaw",Both,"('口', '交')","['丿', '亠', '八', '口']"
嗷,13,30.11,loud clamor; sound of wailing,Both,"('口', '敖')","['丿', '土', '口', '一', '攴']"
吴,7,30.4,name of warring state; surname,Both,"('口', '天')","['一', '大', '口']"
喧,12,30.9,"lively, noisy; clamor, talk loudly",Both,"('口', '宣')","['宀', '一', '日', '口']"
吹,7,30.4,"blow; puff; brag, boast",Both,"('口', '欠')","['欠', '口']"
器,16,30.13,"receptacle, vessel; instrument",Both,"('吕', '大')","['口', '犬']"
哞,9,30.6,moo,Both,"('口', '牟')","['牛', '厶', '口']"
嗇,13,30.10,"miserly, thrifty, stingy; stopped up, constipated",Traditional,"('夾', '回')","['土', '囗', '人']"
嘈,14,30.11,noisy,Both,"('口', '曹')","['二', '凵', '日', '艸', '口']"
叭,5,30.2,trumpet,Both,"('口', '八')","['八', '口']"
唝,10,30.7,used in place and other names,Simplified,"('口', '贡')","['贝', '口', '工']"
唟,10,30.7,place name,Unknown,"('去', '叱')","['土', '乙', '厶', '一', '口']"
嗁,13,30.10,"give forth sound, make noise",Both,"('口', '虒')","['虍', '⺁', '几', '口']"
啐,11,30.8,"to taste, to sip; to spit; the sound of sipping; to surprise",Both,"('口', '卒')","['十', '亠', '人', '口']"
駡,16,187.6 30.13,"accuse, blame, curse, scold",Traditional,"('口', '馬')","['馬', '口']"
問,11,30.8,"ask (about), inquire after",Traditional,"('門', '口')","['口', '門']"
唹,11,30.8,to smile at,Both,"('口', '於')","['人', '丶', '方', '口']"
哿,10,30.7,excellent; to commend to be able to,Both,"('加', '可')","['一', '口', '亅', '力']"
叼,5,30.2,hold in mouth,Both,"('口', '刁')",['口']
呬,8,30.5,to rest,Both,"('口', '四')","['囗', '口', '儿']"
呺,8,30.5,"voice of anger vast, spacious",Both,"('口', '号')","['一', '口']"
呵,8,30.5,scold; laughing sound; yawn,Both,"('口', '可')","['一', '亅', '口']"
哜,9,30.6,sip,Simplified,"('口', '齐')","['齐', '口']"
咖,8,30.5,coffee; a phonetic,Both,"('口', '加')","['力', '口']"
售,11,30.8,sell,Both,"('隹', '口')","['隹', '口']"
啊,10,30.8,exclamatory particle,Both,"('口', '阿')","['一', '亅', '阝', '口']"
哧,10,30.7,sound of ripping or giggling,Both,"('口', '赤')","['赤', '口']"
吕,6,30.3,surname; a musical note,Simplified,"('口', None)",['口']
呈,7,30.4,"submit, show; appear; petition",Both,"('口', '王')","['玉', '口']"
呋,7,30.4,(呋喃) furan (C₄H₄O),Both,"('口', '夫')","['二', '人', '口']"
噴,15,30.12,"spurt, blow out, puff out",Traditional,"('口', '賁')","['貝', '十', '艸', '口']"
吡,7,30.4,blame,Both,"('口', '比')","['比', '口']"
呱,8,30.5,"wail, crying of child; swear at",Both,"('口', '瓜')","['瓜', '口']"
嗖,12,30.10,whizzing sound,Both,"('口', '叟')","['臼', '丨', '口', '又']"
呧,8,30.5,to rebuke; to scold; slander,Both,"('口', '氐')","['丶', '氏', '口']"
哉,9,30.6,final exclamatory particle,Both,"('𢦏', '口')","['土', '戈', '口']"
呝,8,30.5,belch; hiccup,Unknown,"('口', '戹')","['户', '口', '乙']"
喁,12,30.9,"the mouth of a fish at the surface of the water, gasping for breath",Both,"('口', '禺')","['二', '禸', '丨', '口', '冂']"
啧,11,30.8,interjection of approval or admiration,Simplified,"('口', '责')","['一', '土', '贝', '口']"
吓,6,30.3,"scare, frighten; intimidate",Both,"('口', '下')","['一', '卜', '口']"
咮,9,30.6,a beak; to peck,Both,"('口', '朱')","['一', '木', '口']"
咿,9,30.6,descriptive of creaking; laugh,Both,"('口', '伊')","['人', '丨', '彐', '口']"
嘜,14,30.11,mark,Traditional,"('口', '麥')","['麥', '口']"
咜,8,30.5,to scold,Unknown,"('口', '它')","['宀', '匕', '口']"
吳,7,30.4,one of warring states; surname,Traditional,"('口', '夬')","['大', '口']"
哇,9,30.6,vomit; cry of an infant,Both,"('口', '圭')","['土', '口']"
嘷,15,30.12,"the roaring of wild beasts; to howl, to wail, to bawl",Both,"('口', '臯')","['十', '自', '口', '冫']"
囁,21,30.18,move lips as when speaking; hesitation,Traditional,"('口', '聶')","['耳', '口']"
單,12,30.9,"single, individual, only; lone",Traditional,"('口', '甲一')","['二', '丨', '冂', '十', '口']"
唄,10,30.7,final particle of assertion,Traditional,"('口', '貝')","['貝', '口']"
咲,9,30.6,"smile, laugh, giggle; snicker",Both,"('口', '关')","['一', '大', '八', '口']"
叮,5,30.2,exhort or enjoin repeatedly,Both,"('口', '丁')","['一', '亅', '口']"
嗍,13,30.10,to suck,Both,"('口', '朔')","['八', '屮', '月', '一', '口']"
喑,12,30.9,to be dumb; the sobbing of infants,Both,"('口', '音')","['音', '口']"
嘍,14,30.11,used in onomatopoetic expressions,Traditional,"('口', '婁')","['女', '十', '口']"
嗈,13,30.10,the call of a bird,Unknown,"('口', '邕')","['川', '邑', '口']"
喦,12,30.9,talkative,Both,"('品', '山')","['山', '口']"
哏,9,30.6,something funny,Both,"('口', '艮')","['艮', '口']"
嗸,13,30.11,(same as 嗷) noisy,Both,"('敖', '口')","['丿', '土', '口', '一', '攴']"
员,7,30.4,"member; personnel, staff member",Simplified,"('口', '贝')","['贝', '口']"
咦,9,30.6,exclamation of surprise,Both,"('口', '夷')","['大', '弓', '口']"
嘻,15,30.12,"mirthful, happy; interjection",Both,"('口', '喜')","['一', '八', '口', '士']"
啙,12,30.9,poor,Both,"('此', '吅')","['止', '匕', '口']"
嗐,13,30.10,alas!,Both,"('口', '害')","['二', '丨', '宀', '一', '口']"
嚓,17,30.14,a cracking or snapping sound,Both,"('口', '察')","['月', '示', '卩', '宀', '口']"
喪,12,30.9,mourning; mourn; funeral,Traditional,"('喪', None)","['土', '口', '乙']"
喂,12,30.9,interjection to call attention,Both,"('口', '畏')","['一', '田', '口', '乙']"
咄,8,30.5,"noise of rage, cry out in anger",Both,"('口', '出')","['山', '口']"
噞,16,30.13,the movement of a fish's mouth at the surface of the water,Traditional,"('口', '僉')","['一', '人', '口']"
啦,11,30.8,final particle of assertion,Both,"('口', '拉')","['立', '口', '手']"
咏,8,30.5,"sing song or poem, hum, chant",Both,"('口', '永')","['丶', '口']"
咢,9,30.6,sound; drumming,Both,"('口', '亏')","['二', '口']"
嗨,13,30.10,an exclamation,Both,"('口', '海')","['丿', '水', '毋', '一', '口']"
呓,7,30.4,"talk in one's sleep, somniloquy",Simplified,"('口', '艺')","['艸', '口', '乙']"
噋,15,30.12,to swallow hastily; to gobble up,Both,"('口', '敦')","['子', '亠', '攴', '口']"
噳,16,30.13,many,Both,"('口', '虞')","['虍', '一', '大', '口']"
吋,6,30.3,English inch (寸 can be either an English or Chinese inch),Both,"('口', '寸')","['寸', '口']"
嘋,14,30.11,"howl, roar",Both,"('口', '教')","['子', '老', '攴', '口']"
喣,12,30.9,to breathe upon,Both,"('呴', '灬')","['勹', '火', '口']"
叵,5,30.2,"cannot, be unable do, improbable; thereupon",Both,"('匚', '口')","['匚', '口']"
嚨,19,30.16,throat,Traditional,"('口', '龍')","['龍', '口']"
嚔,18,30.15,sneeze,Unknown,"('口', '𤴡')","['止', '厶', '冖', '十', '田', '口']"
咙,8,30.5,throat,Simplified,"('口', '龙')","['龙', '口']"
吰,7,30.4,clang,Both,"('口', '厷')","['丿', '厶', '一', '口']"
哔,9,30.6,used in transliterations,Simplified,"('口', '毕')","['比', '十', '口']"
哐,9,30.6,syllable,Both,"('口', '匡')","['匚', '玉', '口']"
嗣,13,30.10,"to connect, inherit; descendants, heirs",Both,"('口冊', '司')","['冂', '一', '艸', '口']"
哨,10,30.7,"whistle, blow whistle; chirp",Both,"('口', '肖')","['月', '小', '口']"
咥,9,30.6,sound of a cat; bite; laugh,Both,"('口', '至')","['至', '口']"
噱,16,30.13,"laugh heartily, laugh aloud",Both,"('口', '豦')","['虍', '豕', '口']"
嗶,13,30.11,used in transliterations,Traditional,"('口', '畢')","['二', '丨', '田', '一', '艸', '口']"
噙,15,30.12,hold in mouth; bite,Both,"('口', '禽')","['人', '凵', '禸', '丿', '亠', '口']"
咸,9,30.6,"together; all, completely; united; hexagram ䷞",Both,"('戌', '口')","['一', '戈', '厂', '口']"
噣,16,30.13,"a beak; to peck; to order, enjoin upon",Both,"('口', '蜀')","['勹', '网', '虫', '口']"
可,5,30.2,"may, can, -able; possibly",Both,"('口', '丁')","['一', '口', '亅']"
周,8,30.5,Zhou dynasty; circumference,Both,"('冂', '吉')","['田', '口']"
噎,15,30.12,choke; hiccup,Both,"('口', '壹')","['冖', '豆', '口', '士']"
喿,13,30.10,chirping of birds,Both,"('品', '木')","['木', '口']"
噠,15,30.13,sound made to get a horse to move forward,Traditional,"('口', '達')","['羊', '土', '口', '辵']"
呫,8,30.5,"whisper; lick, taste; petty",Both,"('口', '占')","['卜', '口']"
吭,7,30.4,throat,Both,"('口', '亢')","['亠', '几', '口']"
嘗,14,30.11,"taste; experience, experiment",Traditional,"('尚', '旨')","['匕', '冖', '小', '日', '口']"
咚,8,30.5,"onomatopoetic, a thumping sound",Both,"('口', '冬')","['夂', '口', '丶']"
咾,9,30.6,a noise; a sound,Both,"('口', '老')","['老', '口']"
哌,9,30.6,used in translation,Both,"('口', '辰?')","['⺁', '匚', '口']"
員,10,30.7,"member; personnel, staff member",Traditional,"('口', '貝')","['貝', '口']"
呜,7,30.4,"sound of crying, sobbing",Simplified,"('口', '乌')","['一', '丶', '口']"
哦,10,30.7,oh? really? is that so?,Both,"('口', '我')","['戈', '手', '口']"
噆,15,30.12,to hold in the mouth; to bite,Both,"('口', '朁')","['日', '丿', '无', '口']"
呃,7,30.4,belch; hiccup,Both,"('口', '厄')","['厂', '口', '乙']"
呡,8,30.5,the corners of the mouth the lips,Both,"('口', '民')","['一', '己', '口']"
啕,11,30.8,wail,Both,"('口', '匋')","['勹', '口', '缶']"
喜,12,30.9,"like, love, enjoy; joyful thing",Both,"('壴', '口')","['一', '八', '口', '士']"
啰,11,30.8,phonetic,Both,"('口', '罗')","['网', '口', '夕']"
哀,9,30.6,"sad, mournful, pitiful; pity",Both,"('衣', '口')","['衣', '口']"
啸,11,30.8,"roar, howl, scream; whistle",Simplified,"('口', '肃')","['小', '聿', '口']"
只,5,30.2,"only, just, simply",Both,"('口', '八')","['八', '口']"
啥,11,30.8,what?,Both,"('口', '舍')","['干', '人', '口']"
啃,11,30.8,"gnaw, chew, bite",Both,"('口', '肯')","['月', '止', '口']"
善,12,30.9,"good, virtuous, charitable, kind",Both,"('羊', '业口')","['羊', '一', '八', '口']"
唤,10,30.7,call,Simplified,"('口', '奂')","['冂', '刀', '大', '口']"
嚇,17,30.14,"scare, frighten; intimidate",Traditional,"('口', '赫')","['赤', '口']"
咼,8,30.6,"chat, jaw, gossip, talk; mouth",Traditional,"('冎', '口')","['口', '冂']"
嘬,15,30.12,to lap; to suck,Both,"('口', '最')","['又', '耳', '曰', '口']"
啣,12,30.8,"hold in mouth; harbor, cherish",Both,"('口', '卸')","['干', '卩', '口', '止']"
嚦,19,30.16,used in onomatopoetic expressions,Traditional,"('口', '歷')","['禾', '止', '厂', '口']"
噹,16,30.13,sound of bells,Traditional,"('口', '當')","['冖', '小', '田', '口']"
叱,5,30.2,"scold, shout at, bawl out",Both,"('口', '七')","['匕', '口']"
吁,6,30.3,interjection 'Alas!'; to sigh,Both,"('口', '于')","['干', '亅', '口']"
嗑,13,30.10,eat seeds; reproach; loquacious,Both,"('口', '盍')","['土', '皿', '厶', '口']"
嗦,13,30.10,suck,Both,"('口', '索')","['冖', '十', '糸', '口']"
召,5,30.2,imperial decree; summon,Both,"('刀', '口')","['刀', '口']"
喈,12,30.9,music; melody,Both,"('口', '皆')","['比', '白', '口']"
嗹,13,30.11,chatter,Traditional,"('口', '連')","['車', '口', '辵']"
喵,11,30.9,the mew of the cat,Both,"('口', '苗')","['田', '艸', '口']"
噪,16,30.13,be noisy; chirp loudly,Both,"('口', '喿')","['木', '口']"
嘲,15,30.12,"ridicule, deride, scorn, jeer at",Both,"('口', '朝')","['日', '十', '月', '口']"
含,7,30.4,hold in mouth; cherish; contain,Both,"('今', '口')","['人', '丶', '口']"
嘽,15,30.12,pant; many,Traditional,"('口', '單')","['二', '丨', '十', '口', '冂']"
夻,6,37.3 30.3,fish name,Both,"('大', '口')","['大', '口']"
嗭,13,30.10,place name,Unknown,"('直', '叱')","['乙', '十', '目', '一', '口']"
嘟,13,30.12,sound of horn tooting,Both,"('口', '都')","['日', '老', '阝', '口']"
嘌,14,30.11,"fast, speedy",Both,"('口', '票')","['襾', '口', '示']"
噐,15,30.12,"receptacle, vessel; instrument",Both,"('吕', '工')","['口', '工']"
嚭,19,30.16,"mound, lump; stealthily",Both,"('喜', '否')","['丿', '八', '卜', '士', '一', '口']"
吸,6,30.4,"inhale, suck in; absorb; attract",Both,"('口', '及')","['丿', '口']"
唇,10,30.7,lips,Both,"('辰', '口')","['辰', '口']"
哩,10,30.7,mile,Both,"('口', '里')","['里', '口']"
呣,8,30.5,interjection indicating a question or thought (um),Both,"('口', '母')","['毋', '口']"
啖,11,30.8,"eat, feed; chew, bite; entice",Both,"('口', '炎')","['火', '口']"
唈,10,30.7,to sob,Both,"('口', '邑')","['邑', '口']"
啼,12,30.9,"weep, whimper; howl, twitter",Both,"('口', '帝')","['八', '巾', '冖', '亠', '口']"
品,9,30.6,"article, product, commodity",Both,"('口', None)",['口']
噸,16,30.13,ton (metric or English),Traditional,"('口', '頓')","['乙', '屮', '十', '頁', '口']"
噘,15,30.12,pouting,Both,"('口', '厥')","['八', '屮', '厂', '一', '欠', '口']"
啴,11,30.8,pant; many,Simplified,"('口', '单')","['二', '八', '丨', '十', '口', '冂']"
嚢,18,30.15,"bag, purse, sack; put in bag",Unknown,"('衣', '')","['二', '八', '丨', '冖', '十', '一', '口']"
吧,7,30.4,emphatic final particle,Both,"('口', '巴')","['丨', '口', '乙']"
咳,9,30.6,cough,Both,"('口', '亥')","['人', '亠', '丨', '口']"
囉,22,30.19,"exclamatory final particle, nag",Traditional,"('口', '羅')","['隹', '网', '糸', '口']"
嚷,20,30.17,"shout, brawl, make uproar, cry",Both,"('口', '襄')","['一', '二', '衣', '口']"
吚,7,30.4,used to represent sound,Both,"('口', '尹')","['丨', '彐', '口']"
嗅,13,30.10,"smell, scent, sniff; olfactive",Both,"('口', '臭')","['自', '口', '犬']"
唗,10,30.7,interjection: greeting or sigh,Both,"('口', '走')","['口', '走']"
啓,11,30.8,"open; begin, commence; explain",Traditional,"('𢼄', '口')","['户', '攴', '口']"
唙,10,30.7,backbite,Unknown,"('口', '狄')","['火', '口', '犬']"
咱,9,30.6,"we, us",Both,"('口', '自')","['自', '口']"
咒,8,30.5,"curse, damn, incantation",Both,"('口', '几')","['几', '口']"
各,6,30.3,"each, individually, every, all",Both,"('夂', '口')","['口', '夂']"
啻,12,30.9,"only, merely; just like; stop at",Both,"('帝', '口')","['八', '巾', '冖', '亠', '口']"
史,5,30.2,"history, chronicle, annals",Both,"('口', '乂')","['丿', '丨', '口']"
噲,16,30.13,"swallow, gulp down; greedy",Traditional,"('口', '會')","['人', '八', '丨', '日', '一', '口']"
嗼,13,30.11,"curtain, screen, awning, tent",Both,"('口', '莫')","['日', '大', '艸', '口']"
喨,12,30.9,"wail, cry, yell; neigh",Both,"('口', '亮')","['冖', '亠', '几', '口']"
噌,15,30.12,"scold, shout at",Both,"('口', '曽')","['日', '丨', '八', '口']"
咆,8,30.5,roar,Both,"('口', '包')","['勹', '己', '口']"
喏,11,30.9,respectful reply of assent to superiors,Both,"('口', '若')","['一', '丿', '艸', '口']"
喤,12,30.9,ah; harmony,Both,"('口', '皇')","['玉', '白', '口']"
噫,16,30.13,belch; alas,Both,"('口', '意')","['心', '音', '口']"
嘿,15,30.12,"be silent, be quiet",Both,"('口', '黑')","['黑', '口']"
呪,8,30.5,"curse, damn, incantation",Both,"('口', '兄')","['口', '儿']"
啗,11,30.8,"eat, chew, bite; entice, lure",Both,"('口', '臽')","['臼', '刀', '口']"
哵,10,30.7,the cry of a bird,Both,"('口', '别')","['刀', '力', '口']"
叩,5,30.2,"knock, ask; kowtow, bow",Both,"('口', '卩')","['口', '卩']"
吼,7,30.4,"roar, shout; bark, howl",Both,"('口', '孔')","['子', '口', '乙']"
唛,10,30.7,mark,Simplified,"('口', '麦')","['麦', '口']"
吷,7,30.4,a soft sound made by blowing through the mouth,Both,"('口', '夬')","['人', '丨', '口']"
嘦,14,30.11,if only; compound form of 只要,Both,"('只', '要')","['女', '襾', '八', '口']"
嘣,14,30.11,syllable,Both,"('口', '崩')","['月', '山', '口']"
呿,8,30.5,to yawn,Both,"('口', '去')","['土', '厶', '口']"
嚳,20,30.17,mythical emperor; to inform quickly; an urgent communication,Traditional,"('𦥯', '告')","['牛', '爻', '冖', '臼', '口']"
啔,11,30.8,"to open; begin, commence; explain",Unknown,"('戶戈', '口')","['户', '戈', '口']"
嗞,12,30.10,"to consult about, to plan; to report in writing to an equal; a despatch",Both,"('口', '兹')","['幺', '一', '八', '口']"
叴,5,30.2,a three-edged spear,Both,"('九', '口')","['丿', '口']"
咋,8,30.5,"question-forming particle, why? how? what?; to bite; loud",Both,"('口', '乍')","['丿', '二', '丨', '一', '口']"
啞,11,30.8,"dumb, mute; become hoarse",Traditional,"('口', '亞')","['二', '口']"
哢,10,30.7,syllable,Both,"('口', '弄')","['玉', '廾', '口']"
吒,6,30.3,"shout, roar, bellow; scold",Traditional,"('口', '乇')","['一', '口', '乙']"
嗃,13,30.10,to flute,Both,"('口', '高')","['高', '口']"
啬,11,30.8,"miserly, thrifty; stingy",Simplified,"('亠?', '回')","['土', '囗', '八']"
噀,15,30.12,spurt out of the mouth,Both,"('口', '巽')","['一', '八', '艸', '口']"
