char,decomposition
鍤,"['臼', '十', '金']"
锃,"['玉', '钅', '口']"
鋩,"['丶', '匸', '金', '艸']"
銩,"['厶', '金', '士']"
钶,"['一', '口', '钅', '亅']"
鋯,"['牛', '金', '口']"
锧,"['十', '钅', '贝', '⺁']"
鍼,"['金', '厂', '戈', '一', '口']"
鍔,"['二', '金', '口']"
鍵,"['聿', '廴', '金']"
镅,"['丨', '钅', '目']"
钣,"['又', '钅', '⺁']"
铮,"['刀', '钅', '彐', '亅']"
鈆,"['厶', '金', '八']"
鍃,"['勹', '金', '心']"
镯,"['勹', '网', '钅', '虫']"
鉍,"['心', '丿', '金']"
鏰,"['月', '金', '山']"
鎋,"['二', '金', '丨', '宀', '一', '口']"
釙,"['金', '卜']"
鈞,"['勹', '亠', '金']"
钇,"['钅', '乙']"
铻,"['一', '口', '钅', '力']"
銭,"['一', '戈', '金']"
镬,"['又', '隹', '钅', '艸']"
鎂,"['羊', '大', '金']"
鿭,[]
鎗,"['人', '丶', '金', '丨', '彐', '口']"
銦,"['囗', '大', '金']"
锹,"['禾', '火', '钅']"
钮,"['二', '刀', '钅']"
釼,"['刀', '金']"
银,"['艮', '钅']"
铇,"['勹', '钅', '己']"
鋊,"['金', '谷']"
鎉,"['日', '羽', '金']"
锓,"['冖', '钅', '彐', '又']"
钐,"['彡', '钅']"
钹,"['丿', '丶', '又', '钅', '一']"
镣,"['八', '大', '钅', '小', '日']"
钧,"['勹', '亠', '钅']"
鐓,"['子', '金', '亠', '攴', '口']"
锝,"['日', '一', '钅', '寸']"
鏷,"['羊', '一', '金', '八']"
銑,"['牛', '金', '儿']"
鐤,"['鼎', '金']"
釡,"['八', '金']"
鋝,"['金', '寸', '爪']"
鎄,"['衣', '金', '口']"
钱,"['一', '戈', '钅']"
銥,"['衣', '金']"
鋐,"['丿', '金', '厶', '宀', '一']"
锎,"['人', '刀', '钅', '雨', '月', '一', '辵']"
釽,"['金', '爪']"
鍀,"['日', '一', '金', '寸']"
钌,"['钅', '亅']"
釿,"['斤', '金']"
鋲,"['斤', '一', '金', '八']"
铲,"['钅', '立', '厂']"
鐿,"['心', '金', '音']"
铎,"['又', '二', '丨', '钅']"
鑔,"['月', '金', '示', '卩', '宀']"
镋,"['冖', '钅', '小', '儿', '口']"
锸,"['臼', '十', '钅']"
锭,"['宀', '一', '钅', '止']"
鏑,"['子', '金', '八', '亠', '欠']"
铟,"['囗', '钅', '大']"
鏤,"['女', '十', '金', '口']"
锔,"['钅', '尸', '口']"
铯,"['色', '钅']"
钉,"['一', '钅', '亅']"
键,"['聿', '钅', '廴']"
鈾,"['二', '丨', '金', '凵']"
錶,"['一', '土', '金']"
鉨,"['刀', '金', '小']"
鏁,"['川', '金', '木', '田']"
鐋,"['金', '水', '勹', '日', '一']"
鏵,"['二', '金', '丨', '一', '艸']"
鎙,"['八', '金', '屮', '月', '一']"
铦,"['钅', '舌']"
锇,"['戈', '钅', '手']"
銻,"['丨', '金', '八', '弓']"
鎳,"['自', '金', '木']"
鈴,"['人', '丶', '金']"
鍊,"['八', '金', '丨', '木', '口']"
镭,"['钅', '田', '雨']"
銹,"['禾', '丿', '金']"
銫,"['色', '金']"
錻,"['一', '弋', '金', '止']"
鋃,"['艮', '丶', '金']"
钎,"['十', '钅']"
鐳,"['金', '田', '雨']"
鎶,"['一', '口', '金', '亅']"
镢,"['八', '屮', '厂', '钅', '一', '欠']"
锢,"['囗', '钅', '十', '口']"
钻,"['钅', '卜', '口']"
鉅,"['匚', '金']"
鐯,"['日', '金', '艸', '老']"
钨,"['一', '丶', '钅']"
镪,"['虫', '钅', '弓', '口']"
鑵,"['隹', '金', '艸', '口']"
镱,"['心', '钅', '音']"
鎹,"['金', '八', '大', '一', '辵']"
釘,"['一', '金', '亅']"
鎫,"['丿', '金', '八', '夂', '宀']"
鍋,"['口', '金', '冂']"
鈌,"['人', '丨', '金']"
铪,"['一', '人', '钅', '口']"
钏,"['川', '钅']"
鏐,"['人', '羽', '金', '彡']"
銎,"['几', '金', '丶', '工']"
钞,"['丿', '钅', '小']"
鐃,"['土', '一', '金', '儿']"
錒,"['亅', '金', '阝', '一', '口']"
鑰,"['龠', '金']"
铫,"['冫', '钅', '儿']"
釬,"['干', '金']"
銲,"['日', '干', '金']"
鎮,"['金', '八', '十', '目', '一']"
锌,"['钅', '辛']"
鐦,"['一', '金', '廾', '門']"
鈺,"['玉', '金']"
鈦,"['大', '金', '丶']"
铕,"['月', '丿', '钅', '一']"
鍶,"['心', '金', '田']"
鉞,"['匚', '戈', '金']"
鈥,"['火', '金']"
銨,"['宀', '金', '女']"
鎏,"['金', '水', '厶', '丨', '亠', '儿']"
鑈,"['金', '八', '巾', '丨', '爻', '一']"
鋹,"['金', '長']"
镑,"['八', '冖', '亠', '钅', '方']"
铓,"['丶', '钅', '艸', '匸']"
錸,"['人', '金', '木']"
鎯,"['丶', '金', '丨', '彐', '阝', '乙']"
铗,"['人', '钅', '八', '二']"
鏦,"['人', '彳', '金', '止']"
鉢,"['一', '金', '木']"
铏,"['一', '刀', '钅', '廾']"
镕,"['宀', '钅', '谷']"
鉀,"['二', '丨', '金', '冂']"
鍘,"['貝', '刀', '金']"
錼,"['大', '金', '示']"
鍫,"['禾', '火', '金']"
釖,"['刀', '金']"
镄,"['贝', '钅', '弓']"
镝,"['子', '八', '亠', '钅', '欠']"
铆,"['钅', '卩']"
鐆,"['八', '豕', '阝', '金']"
鈹,"['皮', '金']"
鋟,"['冖', '又', '金', '彐']"
鑚,"['貝', '金', '人', '二']"
铊,"['宀', '钅', '匕']"
鋪,"['十', '丶', '金', '用']"
錮,"['囗', '金', '十', '口']"
鑠,"['幺', '白', '金', '木']"
鐧,"['日', '金', '門']"
錄,"['金', '水', '彐']"
铂,"['钅', '白']"
鐔,"['日', '十', '金', '襾']"
鑲,"['二', '金', '衣', '一', '口']"
鈇,"['人', '金', '二']"
铀,"['二', '丨', '钅', '凵']"
錚,"['刀', '金', '彐', '亅']"
锅,"['冂', '人', '钅', '口']"
鍩,"['丿', '金', '一', '艸', '口']"
鍠,"['白', '玉', '金']"
钵,"['一', '钅', '木']"
钢,"['丿', '钅', '冂']"
鈸,"['丿', '丶', '又', '金', '一']"
鋇,"['貝', '金']"
鋳,"['二', '金', '丨', '寸', '一']"
镁,"['羊', '钅', '大']"
鑽,"['貝', '金', '牛', '儿']"
鎐,"['缶', '金', '爪']"
鉄,"['人', '金', '二']"
鑀,"['心', '金', '夂', '爪', '冖']"
釺,"['十', '金']"
鈁,"['金', '方']"
镏,"['钅', '田', '卩']"
锐,"['钅', '八', '口', '儿']"
镚,"['月', '钅', '山']"
錳,"['子', '金', '皿']"
鑷,"['金', '耳']"
錐,"['隹', '金']"
钚,"['丿', '一', '钅', '卜']"
鎇,"['目', '丨', '金']"
鉲,"['一', '金', '卜']"
鋰,"['里', '金']"
钿,"['钅', '田']"
锊,"['钅', '寸', '爪']"
铄,"['钅', '小']"
铈,"['亠', '钅', '巾']"
鑪,"['虍', '皿', '金', '田']"
鉦,"['一', '金', '止']"
鈄,"['金', '斗']"
铬,"['口', '钅', '夂']"
钸,"['一', '丿', '钅', '巾']"
锶,"['心', '钅', '田']"
锦,"['钅', '白', '巾']"
钍,"['土', '钅']"
鐻,"['虍', '金', '豕']"
锿,"['衣', '钅', '口']"
銧,"['一', '金', '小', '儿']"
釯,"['丶', '匸', '金']"
鐏,"['八', '寸', '金', '酉']"
鈐,"['人', '丶', '金']"
鋕,"['心', '金', '士']"
鋒,"['二', '金', '夂', '丨', '一']"
錫,"['日', '勹', '金']"
鋦,"['尸', '金', '口']"
錾,"['斤', '车', '金']"
錨,"['金', '艸', '田']"
鎻,"['貝', '川', '金']"
釹,"['女', '金']"
鉷,"['一', '艸', '金', '八']"
鍚,"['日', '一', '勹', '金']"
錺,"['金', '艸', '方']"
锫,"['钅', '立', '口']"
鋌,"['廴', '金', '士']"
鐙,"['癶', '金', '豆']"
锜,"['亅', '大', '钅', '一', '口']"
鋗,"['月', '金', '口']"
鉻,"['口', '金', '夂']"
铢,"['一', '钅', '木']"
铸,"['二', '丨', '寸', '钅', '一']"
銀,"['艮', '金']"
鐫,"['隹', '丨', '金']"
錘,"['十', '金', '艸', '士']"
鏝,"['日', '网', '又', '金']"
锕,"['亅', '钅', '阝', '一', '口']"
鈉,"['人', '金', '冂']"
锚,"['钅', '田', '艸']"
錠,"['宀', '一', '金', '止']"
鈮,"['匕', '尸', '金']"
鉈,"['宀', '匕', '金']"
鍛,"['丨', '金', '殳']"
锍,"['厶', '丨', '亠', '钅', '儿']"
鍮,"['人', '金', '刀', '月', '一']"
钂,"['金', '黑', '冖', '小', '口']"
銬,"['一', '金', '老']"
錙,"['川', '金', '田']"
鈀,"['丨', '金', '乙']"
钆,"['钅', '乙']"
镔,"['斤', '八', '钅', '宀', '一']"
銃,"['厶', '亠', '金', '儿']"
钛,"['丶', '钅', '大']"
鏜,"['土', '金', '冖', '小', '口']"
鎔,"['宀', '金', '谷']"
镫,"['钅', '癶', '豆']"
鈩,"['户', '金']"
鐡,"['土', '金', '八', '戈', '一', '口']"
铜,"['一', '口', '钅', '冂']"
锵,"['人', '手', '十', '亠', '钅', '小', '爿']"
鑊,"['隹', '又', '金', '艸']"
锰,"['子', '钅', '皿']"
锪,"['勹', '钅', '心']"
钺,"['匚', '戈', '钅']"
鋥,"['玉', '金', '口']"
鋤,"['月', '一', '金', '力']"
錞,"['子', '亠', '金', '口']"
鎞,"['丿', '丶', '金', '囗', '比']"
钖,['钅']
釪,"['干', '金', '亅']"
鋂,"['一', '丿', '金', '毋']"
鋣,"['金', '阝', '牙']"
銅,"['一', '口', '金', '冂']"
鈎,"['勹', '厶', '金']"
鐩,"['金', '八', '豕', '辵']"
钰,"['玉', '钅']"
鎸,"['丿', '隹', '金']"
鋘,"['一', '大', '金', '口']"
鐍,"['金', '八', '冂', '矛', '口']"
镰,"['八', '广', '彐', '钅', '一']"
钬,"['火', '钅']"
鏺,"['癶', '殳', '金', '弓']"
钑,"['丿', '钅']"
钒,"['几', '钅', '丶']"
鋏,"['人', '大', '金']"
釭,"['金', '工']"
钯,"['丨', '钅', '乙']"
鋱,"['心', '弋', '金']"
铣,"['牛', '钅', '儿']"
鉏,"['月', '一', '金']"
錈,"['二', '金', '八', '丨', '乙']"
钪,"['亠', '钅', '几']"
镮,"['一', '网', '钅', '口']"
鐄,"['二', '凵', '金', '八', '丨', '一', '艸']"
鐺,"['金', '冖', '田', '小', '口']"
銪,"['月', '丿', '金', '一']"
錣,"['又', '金']"
锑,"['丨', '钅', '弓', '八']"
釩,"['几', '金', '丶']"
鋚,"['人', '丨', '金', '攴']"
釗,"['刀', '金']"
锟,"['日', '钅', '比']"
钼,"['目', '钅']"
鏖,"['鹿', '金']"
鏃,"['丿', '金', '方', '矢', '一']"
鏨,"['車', '斤', '金']"
鏞,"['广', '聿', '金', '用']"
鑓,"['金', '丨', '一', '己', '口', '辵']"
鏘,"['月', '爿', '金', '寸']"
鈰,"['亠', '金', '巾']"
鐮,"['金', '八', '广', '彐', '一']"
鈊,"['心', '金']"
鿔,[]
釱,"['大', '金']"
钭,"['钅', '斗']"
鋧,"['金', '見']"
锼,"['臼', '丨', '钅', '又']"
鉥,"['丶', '金', '木']"
锴,"['比', '钅', '白']"
鐶,"['一', '网', '金', '口']"
镡,"['日', '十', '钅', '襾']"
镗,"['土', '冖', '钅', '小', '口']"
鍍,"['广', '又', '金', '廾']"
钗,"['又', '丶', '钅']"
铥,"['厶', '钅', '士']"
銁,"['勹', '金', '日']"
鋙,"['一', '口', '金', '力']"
錛,"['十', '大', '金', '艸']"
鐐,"['金', '八', '大', '小', '日']"
锽,"['玉', '钅', '白']"
鑒,"['丿', '丶', '金', '臣', '一', '网']"
镍,"['钅', '木', '自']"
釔,"['金', '乙']"
鎖,"['貝', '金', '小']"
钩,"['勹', '厶', '钅']"
鐝,"['金', '八', '屮', '厂', '一', '欠']"
链,"['车', '钅', '辵']"
鍸,"['月', '十', '金', '口']"
鈽,"['一', '丿', '金', '巾']"
鉶,"['一', '刀', '金', '廾']"
镈,"['丶', '寸', '用', '十', '钅']"
錬,"['日', '金', '木']"
銖,"['一', '金', '木']"
铭,"['钅', '口', '夕']"
镨,"['日', '一', '钅', '八']"
釣,"['勹', '丶', '金']"
釜,"['父', '金']"
鎩,"['丿', '金', '十', '小', '殳']"
鐇,"['金', '田', '釆']"
鎤,"['金', '小', '儿', '日', '一']"
针,"['十', '钅']"
鏗,"['土', '又', '金', '臣']"
録,"['金', '水', '彐']"
镜,"['钅', '音', '儿']"
鎘,"['金', '鬲']"
钝,"['十', '钅', '屮', '乙']"
铵,"['宀', '钅', '女']"
錤,"['一', '甘', '金', '八']"
鍜,"['又', '二', '尸', '金']"
镀,"['又', '广', '钅', '廾']"
鏊,"['丿', '土', '金', '一', '攴']"
鑛,"['二', '凵', '金', '八', '广', '丨', '一', '艸']"
铩,"['丿', '十', '钅', '小']"
鋈,"['大', '水', '金']"
钽,"['日', '一', '钅']"
钘,"['一', '钅', '廾']"
锈,"['禾', '丿', '钅']"
鏢,"['襾', '金', '示']"
钊,"['刀', '钅']"
鉺,"['金', '耳']"
鎵,"['宀', '金', '豕']"
鋶,"['金', '厶', '丨', '亠', '儿']"
铧,"['十', '钅', '匕', '人']"
镒,"['一', '钅', '八', '皿']"
铍,"['皮', '钅']"
鐵,"['土', '金', '戈', '玉', '口']"
鍱,"['廾', '金', '木']"
鎡,"['幺', '一', '金', '八']"
铿,"['又', '丨', '钅', '土']"
錇,"['金', '立', '口']"
钲,"['一', '钅', '止']"
销,"['月', '钅', '小']"
鎪,"['臼', '丨', '金', '又']"
銕,"['大', '金', '弓']"
铘,"['钅', '阝', '牙']"
锋,"['二', '夂', '丨', '钅', '一']"
铛,"['小', '钅', '彐']"
鐠,"['日', '一', '金', '八']"
铱,"['衣', '钅']"
钷,"['匚', '钅', '口']"
锲,"['二', '刀', '丨', '大', '钅', '一']"
鑑,"['丿', '丶', '金', '臣', '皿', '一']"
鉉,"['玄', '金']"
钾,"['二', '丨', '钅', '冂']"
鍉,"['日', '一', '金', '止']"
鑤,"['金', '八', '水', '日', '一', '艸']"
鑄,"['金', '士', '乙', '寸', '工', '一', '口']"
鎣,"['冖', '火', '金']"
错,"['日', '一', '钅', '艸']"
镘,"['日', '网', '钅', '又']"
鉕,"['匚', '金', '口']"
锘,"['丿', '钅', '一', '艸', '口']"
镊,"['又', '钅', '耳']"
钙,"['一', '钅', '卜']"
鎦,"['金', '田', '卩']"
鉾,"['牛', '厶', '金']"
銾,"['金', '水', '工']"
锱,"['川', '钅', '田']"
鍾,"['十', '里', '金']"
鍭,"['人', '金', '矢']"
針,"['十', '金']"
鑹,"['鼠', '穴', '金']"
銶,"['丿', '丶', '金', '水', '一']"
釤,"['彡', '金']"
锻,"['丨', '钅', '殳']"
鐖,"['幺', '人', '戈', '金']"
鑿,"['金', '八', '干', '臼', '一', '殳']"
铉,"['玄', '钅']"
鐾,"['尸', '金', '辛', '口']"
锒,"['艮', '丶', '钅']"
鏌,"['日', '大', '金', '艸']"
鈑,"['又', '金', '⺁']"
鍆,"['金', '門']"
镌,"['丿', '隹', '钅']"
釦,"['囗', '金']"
鉸,"['丿', '亠', '金', '八']"
钜,"['匚', '钅']"
釕,"['金', '亅']"
銠,"['金', '老']"
锗,"['日', '钅', '老']"
鍪,"['矛', '金', '攴']"
鑭,"['門', '金', '八', '丨', '木', '口']"
锏,"['门', '钅', '日']"
镆,"['日', '钅', '大', '艸']"
镩,"['钅', '穴', '口', '丨']"
铐,"['一', '钅', '老']"
鑫,['金']
钤,"['人', '丶', '钅']"
鎿,"['人', '金', '手', '一', '口']"
鎚,"['丶', '金', '己', '辵']"
鍺,"['日', '金', '老']"
鈕,"['二', '刀', '金']"
鉗,"['甘', '金']"
铁,"['人', '钅', '二']"
鋆,"['勹', '土', '亠', '金']"
铑,"['钅', '老']"
釷,"['土', '金']"
鏻,"['舛', '金', '米']"
鈔,"['丿', '金', '小']"
钋,"['钅', '卜']"
铹,"['冖', '钅', '艸', '力']"
钥,"['月', '钅']"
鋋,"['止', '廴', '金']"
鍇,"['比', '白', '金']"
錡,"['亅', '金', '大', '一', '口']"
铋,"['心', '丿', '钅']"
镦,"['子', '亠', '钅', '口', '攴']"
钔,"['门', '钅']"
鑥,"['日', '金', '魚']"
镤,"['羊', '一', '钅', '八']"
鎭,"['目', '匕', '金', '八']"
銛,"['金', '舌']"
鋼,"['金', '八', '山', '一', '冂']"
錦,"['白', '金', '巾']"
锥,"['隹', '钅']"
鋭,"['金', '八', '口', '儿']"
铨,"['人', '玉', '钅']"
镧,"['门', '八', '丨', '木', '钅', '口']"
鋸,"['十', '尸', '金', '口']"
錁,"['金', '木', '田']"
釓,"['金', '乙']"
镃,"['幺', '一', '钅', '八']"
镇,"['八', '十', '目', '钅', '一']"
鐚,"['心', '二', '金']"
銓,"['人', '玉', '金']"
鑱,"['丶', '金', '乙', '刀', '丨', '比', '口']"
忠,"['心', '丨', '口']"
惯,"['心', '囗', '贝', '十']"
慘,"['心', '人', '厶', '彡']"
怼,"['心', '又', '寸']"
忪,"['心', '厶', '八']"
愰,"['心', '小', '儿', '日', '一']"
恉,"['日', '匕', '心']"
怃,"['心', '无']"
慕,"['日', '丨', '大', '艸']"
愍,"['心', '一', '己', '攴']"
懼,"['心', '目', '隹']"
愼,"['心', '目', '匕', '八']"
憦,"['冖', '火', '心', '力']"
忮,"['心', '支']"
慇,"['心', '丶', '丨', '彐', '殳']"
憨,"['心', '攴', '耳']"
愧,"['心', '鬼']"
恼,"['心', '凵', '亠', '丿']"
恪,"['心', '口', '夂']"
怳,"['心', '口', '儿']"
悛,"['心', '厶', '八', '夂']"
戇,"['心', '十', '貝', '工', '日', '立', '攴']"
愉,"['心', '人', '刀', '月', '一']"
慓,"['心', '襾', '示']"
怜,"['心', '人', '丶']"
怗,"['心', '卜', '口']"
惬,"['心', '人', '二', '八', '匚']"
恐,"['心', '几', '丶', '工']"
惑,"['心', '一', '戈', '口']"
愨,"['心', '士', '冖', '一', '殳']"
怔,"['心', '一', '止']"
惻,"['心', '貝', '刀']"
愕,"['心', '二', '口']"
态,"['心', '丶', '大']"
怕,"['心', '白']"
惦,"['心', '广', '卜', '口']"
憊,"['心', '丿', '人', '用', '一', '艸']"
愃,"['宀', '一', '心', '日']"
憋,"['冫', '心', '攴', '巾']"
慭,"['心', '土', '玉', '儿']"
忲,"['心', '丶', '大']"
惣,"['牛', '勹', '心']"
恁,"['心', '人', '士']"
憓,"['日', '十', '丨', '心']"
悦,"['心', '八', '口', '儿']"
愀,"['禾', '火', '心']"
忍,"['心', '刀', '丶']"
忌,"['心', '己']"
悊,"['斤', '心', '手']"
憯,"['日', '无', '心', '丿']"
悬,"['月', '一', '心', '厶']"
慳,"['心', '土', '又', '臣']"
怭,"['心', '丿']"
慆,"['臼', '心', '爪']"
惡,"['心', '二']"
恊,"['心', '力']"
悜,"['心', '玉', '口']"
愖,"['心', '匚', '甘', '儿']"
悔,"['一', '丿', '毋', '心']"
悭,"['又', '土', '丨', '心']"
恕,"['女', '心', '口']"
恫,"['心', '一', '口', '冂']"
悤,"['心', '囗', '丶', '夂']"
懒,"['心', '刀', '贝', '木', '口']"
愷,"['心', '山', '豆']"
慬,"['心', '丨', '廾', '玉', '口']"
您,"['心', '人', '刀', '小']"
憬,"['心', '亠', '小', '日', '口']"
惱,"['心', '丿', '丶', '囗', '川']"
悠,"['心', '人', '丨', '攴']"
慉,"['心', '玄', '田']"
悋,"['心', '文', '口']"
惕,"['日', '勹', '心']"
怲,"['心', '一', '人', '冂']"
愆,"['心', '水', '行']"
念,"['心', '人', '丶']"
悞,"['心', '大', '口']"
懻,"['心', '八', '匕', '田', '一', '艸']"
惋,"['宀', '心', '乙', '夕']"
惄,"['心', '又', '卜', '小', '一']"
悒,"['心', '邑']"
意,"['心', '音']"
懧,"['心', '皿', '宀', '一', '亅']"
懰,"['心', '刀', '金', '卩']"
慱,"['心', '丨', '寸', '十', '日']"
愔,"['心', '音']"
恬,"['心', '舌']"
恹,"['心', '厂', '犬']"
惎,"['心', '一', '甘', '八']"
怒,"['女', '又', '心']"
悲,"['心', '非']"
懃,"['心', '丨', '廾', '口', '玉', '力']"
惖,"['日', '勹', '心']"
戅,"['心', '十', '貝', '工', '日', '立']"
慁,"['心', '囗', '豕']"
懍,"['禾', '囗', '亠', '心']"
悵,"['心', '長']"
患,"['心', '口', '丨']"
忡,"['心', '丨', '口']"
憷,"['心', '疋', '木']"
懂,"['心', '十', '里', '艸']"
憇,"['心', '甘', '舌']"
恔,"['心', '丿', '亠', '八']"
懶,"['心', '刀', '木', '貝', '口']"
憤,"['心', '十', '艸', '貝']"
忩,"['心', '厶', '八']"
悴,"['心', '十', '亠', '人']"
懋,"['心', '矛', '木']"
憎,"['心', '八', '丨', '日', '口']"
懐,"['心', '亠', '衣', '网']"
悃,"['心', '囗', '木']"
怏,"['心', '大', '冂']"
忋,"['心', '己']"
愠,"['日', '皿', '心']"
惇,"['心', '子', '亠', '口']"
悻,"['干', '土', '八', '心']"
恓,"['心', '襾']"
恶,"['心', '一', '八']"
懜,"['心', '冖', '网', '艸', '夕']"
愡,"['勹', '丶', '心']"
応,"['心', '广']"
悁,"['月', '心', '口']"
怓,"['女', '又', '心']"
慾,"['心', '欠', '谷']"
忏,"['心', '十']"
愾,"['心', '气', '米']"
忘,"['心', '丶', '匸']"
慴,"['心', '羽', '白']"
愬,"['心', '八', '屮', '月', '一']"
悝,"['心', '里']"
憪,"['月', '心', '門']"
愐,"['心', '面']"
怛,"['日', '一', '心']"
恸,"['心', '二', '厶', '力']"
感,"['心', '厂', '戈', '一', '口']"
忷,"['心', '凵', '丿']"
憚,"['心', '二', '丨', '十', '口', '冂']"
怂,"['心', '人']"
懇,"['艮', '心', '豸']"
愢,"['心', '田']"
恭,"['一', '丨', '八', '艸']"
憶,"['心', '音']"
憘,"['心', '八', '士', '一', '口']"
憂,"['心', '丿', '夂', '冖', '月', '一']"
戀,"['心', '糸', '言']"
戆,"['心', '贝', '十', '工', '日', '立', '攴']"
悽,"['女', '十', '聿', '心']"
憔,"['心', '火', '隹']"
思,"['心', '田']"
悅,"['心', '八', '口', '儿']"
怆,"['心', '人', '乙']"
急,"['心', '刀', '彐']"
怊,"['心', '刀', '口']"
怀,"['丿', '一', '心', '卜']"
忉,"['心', '刀']"
懺,"['心', '人', '戈', '韭']"
慼,"['心', '卜', '厂', '戈', '小', '一']"
恰,"['一', '人', '心', '口']"
忤,"['心', '干']"
懕,"['心', '月', '厂', '犬', '日']"
慊,"['心', '一', '八', '彐']"
慨,"['心', '丶', '无', '丨', '彐', '乙']"
愚,"['心', '二', '禸', '丨', '冂']"
態,"['月', '厶', '心']"
慚,"['車', '斤', '心']"
愁,"['禾', '火', '心']"
憃,"['心', '二', '八', '丨', '臼', '一']"
懆,"['心', '木', '口']"
怄,"['心', '匚', '丿']"
愣,"['心', '网', '方']"
怾,"['心', '八', '口']"
惆,"['心', '田', '口']"
惹,"['心', '丿', '一', '艸', '口']"
恛,"['心', '囗']"
慫,"['心', '人', '彳', '止']"
恧,"['心', '而']"
恩,"['心', '囗', '大']"
忙,"['心', '丶', '匸']"
